date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:21:18	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2001%20Apr%202023%2023:21:18%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/builder.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/builder.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:19	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:20%20GMT	http://web.archive.org/web/20100708100623/http://www.microsoft.com/en/us/builder.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100623/http_/www.microsoft.com/en/us/builder.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2001%20Apr%202023%2023:21:20%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/broker-config_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/broker-config_v2.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:22	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:22%20GMT	http://web.archive.org/web/20100708100630/http://www.microsoft.com/en/us/broker-config_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100630/http_/www.microsoft.com/en/us/broker-config_v2.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2001%20Apr%202023%2023:21:22%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/builder_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/builder_v2.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:23	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:23%20GMT	http://web.archive.org/web/20100708100639/http://www.microsoft.com/en/us/builder_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100639/http_/www.microsoft.com/en/us/builder_v2.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:24	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2001%20Apr%202023%2023:21:24%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/broker.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/broker.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:25	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:25%20GMT	http://web.archive.org/web/20100708100836/http://www.microsoft.com/en/us/broker.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100836/http_/www.microsoft.com/en/us/broker.js	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Sat,%2001%20Apr%202023%2023:21:27%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/Firefox/	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/Firefox/index.html	(from http://web.archive.org/web/20091022123037js_/http://i3.microsoft.com/shared/core/2/swe/3.5.0.0/3.5.30729.1/MicrosoftAjax.js)
09:21:27	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:27%20GMT	http://web.archive.org/web/20100708100616/http://www.microsoft.com/en/us/broker-config.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100616/http_/www.microsoft.com/en/us/broker-config.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:28	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:28%20GMT	http://web.archive.org/web/20100708100623/http://www.microsoft.com/en/us/builder.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100623/http_/www.microsoft.com/en/us/builder.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:29	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:28%20GMT	http://web.archive.org/web/20100708100630/http://www.microsoft.com/en/us/broker-config_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100630/http_/www.microsoft.com/en/us/broker-config_v2.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:30	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:29%20GMT	http://web.archive.org/web/20100708100639/http://www.microsoft.com/en/us/builder_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100639/http_/www.microsoft.com/en/us/builder_v2.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:31	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:30%20GMT	http://web.archive.org/web/20100708100836/http://www.microsoft.com/en/us/broker.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100836/http_/www.microsoft.com/en/us/broker.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:41	136051/136051	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sat,%2001%20Apr%202023%2023:21:37%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/Opera/	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/Opera/index.html	(from http://web.archive.org/web/20091022123037js_/http://i3.microsoft.com/shared/core/2/swe/3.5.0.0/3.5.30729.1/MicrosoftAjax.js)
09:21:44	136069/136069	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Sat,%2001%20Apr%202023%2023:21:38%20GMT	http://web.archive.org/web/20091022130128/http://www.microsoft.com/en/us/AppleWebKit/	/home/ascend/websites/Winux7T1/web.archive.org/web/20091022130128/http_/www.microsoft.com/en/us/AppleWebKit/index.html	(from http://web.archive.org/web/20091022123037js_/http://i3.microsoft.com/shared/core/2/swe/3.5.0.0/3.5.30729.1/MicrosoftAjax.js)
09:21:46	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:44%20GMT	http://web.archive.org/web/20100708100616/http://www.microsoft.com/en/us/broker-config.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100616/http_/www.microsoft.com/en/us/broker-config.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:46	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:45%20GMT	http://web.archive.org/web/20100708100623/http://www.microsoft.com/en/us/builder.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100623/http_/www.microsoft.com/en/us/builder.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:46	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:45%20GMT	http://web.archive.org/web/20100708100630/http://www.microsoft.com/en/us/broker-config_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100630/http_/www.microsoft.com/en/us/broker-config_v2.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:46	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:45%20GMT	http://web.archive.org/web/20100708100639/http://www.microsoft.com/en/us/builder_v2.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100639/http_/www.microsoft.com/en/us/builder_v2.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
09:21:47	0/0	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2001%20Apr%202023%2023:21:47%20GMT	http://web.archive.org/web/20100708100836/http://www.microsoft.com/en/us/broker.js	/home/ascend/websites/Winux7T1/web.archive.org/web/20100708100836/http_/www.microsoft.com/en/us/broker.html	(from http://web.archive.org/web/20091030022940js_/http://i3.microsoft.com/library/svy/broker.js)
